;movie_code;duration;facenumber_in_poster;country;budget;gross;num_voted_users;num_user_for_reviews;num_critic_for_reviews;movie_facebook_likes;director_facebook_likes;actor_1_facebook_likes;actor_2_facebook_likes;actor_3_facebook_likes;cast_total_facebook_likes;imdb_score;imdb_score_class
1973;1974;107.0;0.0;USA;25000000.0;11008432.0;43903;194.0;119.0;5000;308.0;13000.0;947.0;872.0;16651;7.1;Good
2976;2977;109.0;3.0;USA;12000000.0;8134217.0;15412;90.0;81.0;0;67.0;436.0;223.0;192.0;1141;7.0;Good
3148;3149;110.0;2.0;USA;30000000.0;15156200.0;15358;131.0;91.0;328;164.0;258.0;218.0;45.0;571;6.0;Fair
4620;4621;90.0;1.0;USA;1000000.0;;982;12.0;21.0;370;0.0;898.0;395.0;360.0;2116;5.7;Fair
4906;4907;95.0;0.0;USA;250000.0;;81;1.0;4.0;47;89.0;471.0;89.0;45.0;705;6.2;Good
4781;4782;82.0;6.0;USA;500000.0;;53;5.0;1.0;62;5.0;472.0;251.0;237.0;1752;4.3;Fair
4951;4952;94.0;0.0;France;120000.0;;1962;10.0;36.0;187;0.0;12.0;7.0;5.0;27;7.4;Good
4113;4114;87.0;3.0;USA;3000000.0;418268.0;37156;129.0;156.0;0;21.0;4000.0;3000.0;416.0;8353;5.3;Fair
1883;1884;119.0;1.0;USA;25000000.0;76270454.0;219008;418.0;123.0;0;0.0;22000.0;371.0;188.0;22767;7.9;Good
1711;1712;109.0;2.0;USA;30000000.0;10965209.0;25558;221.0;123.0;0;29.0;779.0;240.0;91.0;1297;6.1;Good
972;973;121.0;0.0;USA;50000000.0;50007168.0;39529;142.0;76.0;1000;16000.0;16000.0;1000.0;826.0;19139;6.7;Good
1998;1999;80.0;3.0;France;25000000.0;;96480;181.0;376.0;21000;2000.0;14000.0;11000.0;132.0;25143;7.2;Good
166;167;138.0;0.0;USA;137000000.0;132122995.0;212106;1445.0;267.0;0;0.0;820.0;300.0;258.0;1814;5.7;Fair
2122;2123;92.0;0.0;USA;12000000.0;;9513;116.0;84.0;0;607.0;813.0;85.0;35.0;1011;7.7;Good
127;128;120.0;0.0;Australia;150000000.0;153629485.0;552503;1588.0;739.0;191000;750.0;27000.0;9000.0;943.0;40025;8.1;Excellent
3329;3330;96.0;5.0;Thailand;9000000.0;162.0;5228;38.0;66.0;0;3.0;2000.0;368.0;305.0;2802;5.7;Fair
3299;3300;99.0;1.0;USA;9000000.0;4681503.0;29058;238.0;136.0;838;23.0;1000.0;710.0;471.0;2478;7.0;Good
4541;4542;99.0;0.0;Japan;1000000000.0;10037390.0;5442;140.0;107.0;339;2.0;43.0;3.0;3.0;53;6.0;Fair
4033;4034;94.0;0.0;USA;4000000.0;;104908;458.0;109.0;18000;84.0;662.0;577.0;378.0;2076;8.1;Excellent
2132;2133;81.0;1.0;USA;21000000.0;52008288.0;162037;928.0;163.0;0;406.0;893.0;795.0;406.0;3003;7.8;Good
3402;3403;101.0;3.0;USA;8000000.0;6350058.0;106098;150.0;163.0;20000;16.0;943.0;769.0;472.0;2786;7.2;Good
632;633;87.0;0.0;USA;69000000.0;251501645.0;385943;296.0;304.0;31000;275.0;7000.0;2000.0;975.0;11608;7.7;Good
1656;1657;102.0;2.0;USA;25000000.0;38747385.0;49349;165.0;63.0;0;0.0;13000.0;854.0;413.0;15308;6.9;Good
4800;4801;97.0;3.0;USA;500000.0;;143;5.0;9.0;194;0.0;935.0;709.0;271.0;2350;5.4;Fair
4434;4435;90.0;3.0;USA;2000000.0;52166.0;2792;22.0;46.0;371;7.0;87000.0;781.0;711.0;89263;6.7;Good
728;729;94.0;6.0;USA;60000000.0;82569532.0;42737;128.0;77.0;781;163.0;12000.0;3000.0;2000.0;20348;5.4;Fair
935;936;112.0;0.0;USA;50000000.0;126975169.0;287822;849.0;539.0;37000;14000.0;1000.0;560.0;417.0;3388;7.1;Good
1835;1836;114.0;0.0;USA;28000000.0;25977365.0;87950;207.0;253.0;15000;71.0;14000.0;439.0;313.0;15428;6.5;Good
4111;4112;99.0;5.0;USA;;1007535.0;7625;54.0;152.0;0;89.0;962.0;476.0;322.0;2452;5.7;Fair
1000;1001;95.0;1.0;USA;50000000.0;27067160.0;18404;150.0;99.0;0;0.0;13000.0;559.0;323.0;14706;5.9;Fair
1893;1894;107.0;2.0;UK;2800000.0;;80958;310.0;154.0;7000;503.0;264.0;139.0;108.0;673;7.6;Good
4156;4157;102.0;3.0;USA;2800000.0;22202612.0;291875;533.0;213.0;14000;149.0;695.0;421.0;357.0;2509;8.1;Excellent
566;567;97.0;0.0;USA;73000000.0;107225164.0;27130;126.0;141.0;14000;6.0;22000.0;1000.0;415.0;24350;6.3;Good
2311;2312;116.0;2.0;USA;20000000.0;6002756.0;24997;75.0;116.0;13000;150.0;18000.0;1000.0;956.0;21200;7.2;Good
4624;4625;96.0;2.0;UK;1000000.0;;6513;41.0;40.0;968;0.0;335.0;334.0;177.0;1226;5.6;Fair
3446;3447;92.0;6.0;USA;8000000.0;10814185.0;37530;106.0;192.0;0;406.0;24000.0;15000.0;968.0;41867;6.2;Good
4640;4641;97.0;0.0;USA;3000000.0;;139;3.0;10.0;52;171.0;1000.0;171.0;76.0;1343;7.3;Good
717;718;116.0;0.0;USA;95000000.0;102678089.0;42705;274.0;113.0;885;165.0;577.0;501.0;475.0;2321;6.3;Good
2819;2820;101.0;0.0;USA;125000000.0;190871240.0;167089;491.0;348.0;62000;473.0;833.0;809.0;429.0;2690;5.9;Fair
3024;3025;109.0;1.0;USA;11500000.0;35537564.0;49671;166.0;158.0;11000;11.0;22000.0;851.0;411.0;24063;6.0;Fair
389;390;129.0;0.0;USA;20000000.0;37567440.0;113065;337.0;166.0;0;468.0;919.0;691.0;183.0;2024;6.9;Good
884;885;107.0;2.0;USA;55000000.0;16088610.0;10417;39.0;93.0;610;11.0;939.0;605.0;506.0;3742;5.6;Fair
1267;1268;93.0;0.0;USA;25000000.0;32055248.0;18723;146.0;70.0;0;85.0;924.0;595.0;510.0;2711;6.0;Fair
3229;3230;83.0;0.0;USA;6200000.0;126247.0;24958;103.0;17.0;321;3.0;16000.0;542.0;421.0;17469;3.3;Bad
1573;1574;113.0;2.0;UK;31500000.0;14268533.0;17319;100.0;130.0;0;34.0;10000.0;877.0;24.0;10910;6.3;Good
547;548;116.0;2.0;USA;75000000.0;45434443.0;175960;360.0;362.0;43000;0.0;15000.0;509.0;104.0;15735;7.3;Good
4717;4718;98.0;0.0;USA;600000.0;;719;9.0;8.0;128;5.0;587.0;448.0;233.0;1707;4.5;Fair
4726;4727;87.0;6.0;USA;;;1305;3.0;8.0;244;490.0;833.0;523.0;201.0;2295;5.4;Fair
3959;3960;96.0;1.0;USA;3950000.0;;3753;53.0;35.0;279;177.0;431.0;12.0;4.0;457;7.8;Good
3309;3310;84.0;0.0;USA;9000000.0;11860839.0;5156;21.0;67.0;0;64.0;2000.0;892.0;748.0;4617;5.4;Fair
974;975;129.0;1.0;USA;50000000.0;48265581.0;261069;506.0;157.0;25000;21000.0;495.0;294.0;283.0;1397;7.8;Good
4626;4627;90.0;2.0;Canada;1000000.0;;137;16.0;16.0;48;0.0;57.0;40.0;36.0;231;5.4;Fair
1001;1002;125.0;3.0;USA;40000000.0;26616999.0;92461;347.0;298.0;43000;487.0;430.0;329.0;201.0;1300;5.9;Fair
456;457;117.0;0.0;USA;80000000.0;104054514.0;200359;1009.0;226.0;0;0.0;15000.0;1000.0;818.0;16828;7.7;Good
4756;4757;91.0;2.0;USA;500000.0;12055.0;739;10.0;28.0;339;0.0;472.0;185.0;170.0;1047;6.5;Good
4948;4949;88.0;2.0;Canada;120000.0;;3262;46.0;8.0;377;686.0;847.0;686.0;405.0;2364;7.0;Good
2096;2097;83.0;0.0;USA;22000000.0;22264487.0;41239;166.0;98.0;887;2.0;591.0;489.0;137.0;1729;4.6;Fair
3812;3813;109.0;3.0;UK;5000000.0;;237;3.0;8.0;190;3.0;1000.0;266.0;126.0;1681;4.4;Fair
3256;3257;89.0;1.0;Canada;10000000.0;;3015;27.0;15.0;850;3.0;764.0;716.0;499.0;2876;6.5;Good
388;389;100.0;3.0;USA;120000000.0;56114221.0;110486;695.0;369.0;41000;128.0;596.0;360.0;78.0;1261;4.3;Fair
514;515;107.0;5.0;USA;76000000.0;127083765.0;191912;370.0;150.0;0;309.0;23000.0;787.0;771.0;25296;5.9;Fair
3767;3768;97.0;0.0;UK;5000000.0;5009677.0;260607;485.0;415.0;47000;0.0;18000.0;572.0;372.0;19404;7.9;Good
4631;4632;103.0;0.0;USA;;;4998;55.0;32.0;785;17.0;754.0;605.0;113.0;1567;7.1;Good
1936;1937;142.0;0.0;USA;25000000.0;28341469.0;1689764;4144.0;199.0;108000;0.0;11000.0;745.0;461.0;13495;9.3;Excellent
4135;4136;100.0;0.0;Italy;3000000.0;;118;1.0;2.0;32;3.0;1000.0;810.0;382.0;2890;5.1;Fair
1872;1873;129.0;0.0;USA;25000000.0;121945720.0;89972;126.0;48.0;0;81.0;970.0;854.0;164.0;2551;6.1;Good
2800;2801;86.0;1.0;USA;14000000.0;9402410.0;11233;32.0;77.0;0;90.0;962.0;925.0;635.0;3715;5.4;Fair
2953;2954;118.0;1.0;USA;9000000.0;18761993.0;19007;219.0;125.0;549;57.0;975.0;931.0;805.0;2944;6.9;Good
1359;1360;127.0;0.0;USA;38000000.0;41997790.0;125305;343.0;302.0;39000;123.0;14000.0;924.0;904.0;17551;6.4;Good
4600;4601;78.0;0.0;USA;1000000.0;10018.0;3228;31.0;71.0;244;0.0;262.0;163.0;61.0;509;6.1;Good
570;571;122.0;5.0;USA;73000000.0;148213377.0;130776;437.0;164.0;0;285.0;8000.0;1000.0;989.0;12410;6.6;Good
4783;4784;103.0;0.0;USA;500000.0;23000.0;5931;58.0;88.0;0;365.0;907.0;365.0;49.0;1411;6.2;Good
3317;3318;45.0;1.0;Denmark;45000000.0;145109.0;14247;44.0;80.0;0;28.0;573.0;197.0;104.0;1098;7.3;Good
318;319;94.0;0.0;USA;84000000.0;17010646.0;40751;239.0;78.0;881;6.0;490.0;294.0;227.0;1195;2.2;Bad
3514;3515;99.0;0.0;USA;7000000.0;1654367.0;18355;106.0;117.0;3000;60.0;4000.0;787.0;628.0;6526;6.4;Good
1294;1295;87.0;0.0;USA;40000000.0;20999103.0;139114;245.0;335.0;15000;0.0;13000.0;11000.0;563.0;24770;7.8;Good
4990;4991;47.0;0.0;USA;50000.0;;6261;99.0;60.0;0;2.0;19.0;9.0;5.0;43;7.3;Good
2281;2282;116.0;0.0;UK;20000000.0;12134420.0;92237;366.0;390.0;25000;198.0;17000.0;1000.0;884.0;20258;7.2;Good
3135;3136;123.0;1.0;USA;10000000.0;18272447.0;3119;35.0;14.0;331;5.0;556.0;475.0;338.0;2149;5.9;Fair
1791;1792;103.0;0.0;USA;28000000.0;28751715.0;202967;378.0;350.0;36000;65.0;17000.0;927.0;405.0;19168;6.6;Good
4498;4499;112.0;1.0;Brazil;4000000.0;375723.0;7025;26.0;111.0;0;9.0;61.0;9.0;4.0;76;7.9;Good
2705;2706;108.0;0.0;USA;16000000.0;9172810.0;24150;118.0;190.0;923;187.0;11000.0;883.0;254.0;12178;6.7;Good
1205;1206;139.0;1.0;USA;40000000.0;81292135.0;137891;696.0;203.0;0;333.0;22000.0;13000.0;1000.0;36810;7.3;Good
2223;2224;105.0;6.0;USA;20000000.0;25677801.0;41273;136.0;91.0;0;99.0;2000.0;938.0;518.0;4813;5.8;Fair
1717;1718;80.0;1.0;USA;;3101301.0;3926;38.0;41.0;353;9.0;17000.0;2000.0;826.0;21519;4.0;Bad
4529;4530;145.0;0.0;USA;960000.0;117235247.0;375240;542.0;141.0;0;80.0;13000.0;1000.0;794.0;16094;8.1;Excellent
4757;4758;87.0;6.0;USA;500000.0;1332.0;2038;20.0;29.0;898;38.0;552.0;533.0;445.0;2251;4.6;Fair
1042;1043;112.0;0.0;USA;48000000.0;95308367.0;206104;850.0;233.0;0;21000.0;17000.0;324.0;237.0;18141;6.8;Good
142;143;88.0;0.0;USA;150000000.0;21379315.0;17590;112.0;132.0;0;25.0;921.0;562.0;433.0;2652;5.4;Fair
4488;4489;104.0;0.0;USA;80000000.0;79363785.0;139426;698.0;276.0;0;301.0;18000.0;4000.0;71.0;22194;5.5;Fair
1503;1504;156.0;0.0;Libya;35000000.0;;9852;55.0;24.0;0;278.0;695.0;279.0;249.0;1573;8.4;Excellent
3201;3202;98.0;0.0;USA;10000000.0;1754319.0;13174;81.0;94.0;0;129.0;749.0;252.0;221.0;2214;7.2;Good
4006;4007;103.0;0.0;Norway;19900000.0;252652.0;54104;199.0;337.0;38000;12.0;29.0;4.0;4.0;44;7.0;Good
4592;4593;160.0;5.0;India;1500000.0;49000.0;1524;30.0;4.0;31;5.0;724.0;668.0;219.0;2024;4.8;Fair
4578;4579;100.0;0.0;USA;;750100.0;19752;61.0;117.0;0;71.0;11000.0;733.0;145.0;12234;6.3;Good
2429;2430;94.0;0.0;USA;18000000.0;17071230.0;31169;192.0;128.0;812;11000.0;11000.0;11000.0;975.0;23283;6.7;Good
